"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0x38a86a3f8f677d3817cd8b4d3461461f36831e7e215a329035ca406f0547e41f","11039325","1602486502","2020-10-12 07:08:22","0x0000000000000000000000000000000000000000","0x1a7ade52cf938d57458ba08a3960865c911b433c","1","Mint"
"0xc6fb4bd99d04d2b12a26f7a688ed410f5cd73615c766f8997633104705e03852","11361246","1606754029","2020-11-30 16:33:49","0x0000000000000000000000000000000000000000","0x349e287619aa9a2b6a35d4fe5ec6c3a553472c72","1","Mint"
"0x239bbaa8c34becd9a2ad79fb85075078576d0345f3e9f464d1a1b3b9251f8713","11362517","1606770705","2020-11-30 21:11:45","0x0000000000000000000000000000000000000000","0x7576d96e6a8f4c5e4f860f217bfe67e01aca530e","37","Mint"
"0x76f02584660ee4772145548669c3419b84f1cbe6c06ef5c61e39b61c8636574f","11362709","1606773252","2020-11-30 21:54:12","0x0000000000000000000000000000000000000000","0x6931daec1407d6067a20fd577c33a2009468181b","21","Mint"
"0x5566df4f498752224515722a666731bfa7af511f8832401a89fcb57ddac2d81c","11362709","1606773252","2020-11-30 21:54:12","0x0000000000000000000000000000000000000000","0x418bcd526f4fdd40fb40b73dc1a56861ddee3262","8","Mint"
"0x74b0f5e512fa9212c1c2b28f67034f4b384115e4c6dd5447a67d3ad02913a7d1","11362737","1606773509","2020-11-30 21:58:29","0x0000000000000000000000000000000000000000","0x55e37575bb74b97bafe62697a5a5efa032640315","3","Mint"
"0x3290755332ed2172095fd6c977a6d5b4a0bd85452e4b643aaf66c657b1c88776","11363021","1606777583","2020-11-30 23:06:23","0x0000000000000000000000000000000000000000","0xa3de027ac761fe6e8e238bd906eb2d5942388322","37","Mint"
"0xf1895a826032b2798802bf2c778a306edc09404636112a234215fb316c5734cd","11368258","1606847445","2020-12-01 18:30:45","0x0000000000000000000000000000000000000000","0xb60714b9036c16e4ee7ac755bd906b2040ec20de","2","Mint"
"0x61dc5fcfbd2bf7973db867423d14ecd4f62f8185b2fa48dd697b0325e874a37f","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0xd3654a428211235911c76415331eda4d541086c7","4","Mint"
"0xbc6502b43da665db14ea3c4b681958a8948cf97f3e78853d48a993768d9fea91","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0x8a18a51a1c8fbb3221200d70c92f81a2a452c2f3","4","Mint"
"0x08ac4f237753be23d2edad636b0bfe653c8406832bfe215b6ba4968df5235c32","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0x51e9d5926e5d6e0665e54120baa52e5d5ad1eb7b","22","Mint"
"0x190e101039348d68aa844da5307e1068f4671a3efd4930cc5212727ceccaf188","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0xcabba8b10e5c1ea7652c3460b11b5aecc508a925","1","Mint"
"0x46da4672747ad636b426a119be04324ab2df9f2a072113a9a1d9c5f335d4d3ec","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0x9017a096fef9087efa183cb2bd3d40e409c9f494","1","Mint"
"0x2af85b63004983fce3961b17f126a0bde741344f72b09bacf3a1675d0c9dfb46","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0xe24bf9e6ed2c2db44082deb91e23affcca25da4c","21","Mint"
"0xf9b0963f2dd153494b14a8ce3e2fa30e81b21617d65b0e4b08aa43f1cf863e00","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0x3058b5020db3ae4534fc2710938914f0e630d78e","6","Mint"
"0xf99487b46b8233b167dfd169a42d9a8e30b31ad5d1dfc41426005aae1942f5ee","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0xaa60d7abfcc2f03f3388cf07148631e38494a4c9","2","Mint"
"0xa3f32b82517e39964c5fb1e381128a62fe4cba934578bee49fd1db1b06dbffc8","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0x862010b66afc20d94e776559dd1025bf3f81cb17","4","Mint"
"0xc2ef9dc98fc42cf9f9652c77f1fd27dd0ea6a605c143f62b3cbcfe56e3bb14da","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0x308eb56f03125dbae9c222c4fa0789974a953a00","5","Mint"
"0xc5e6933869eb2b578fe7ef8fb6bfce96e4b4ea8a663ca4c8709bba96cbcef4fb","11368263","1606847505","2020-12-01 18:31:45","0x0000000000000000000000000000000000000000","0xdde4b400386afcb1c73f606b81696628958b541c","3","Mint"
"0xdeef884c4a51524d220e9d87f8677cdd7c9b305a2b2a64fa035dc11d06b9c5f9","11368515","1606850690","2020-12-01 19:24:50","0x0000000000000000000000000000000000000000","0xe457d4a0bafd7e7245ede1d02321c10d72828c3a","2","Mint"
"0xcf957372102b268c25609dbb301904175280e29b408e7f28de4e0d2a7732b139","11378975","1606989414","2020-12-03 09:56:54","0x0000000000000000000000000000000000000000","0x85c048b3dbc57295d7b12e4116593f0b42275732","1","Mint"
"0xf0ee1010f0aa89aa963cb9f582a10a907a90c480fe9e39d752fcd55da471f618","11379006","1606989823","2020-12-03 10:03:43","0x85c048b3dbc57295d7b12e4116593f0b42275732","0x0000000000000000000000000000000000000000","1","Burn"
"0xde6988fe25f97b972aa0800e6a00a5f3f256eba8e82b5e912e159f01f0c4d27b","11380870","1607014703","2020-12-03 16:58:23","0x0000000000000000000000000000000000000000","0x85c048b3dbc57295d7b12e4116593f0b42275732","1","Mint"
"0xb9931d42eb4f64b22657e19a280d5f0161ed4577e0b2c65fbccfe50719c22596","11380873","1607014785","2020-12-03 16:59:45","0x85c048b3dbc57295d7b12e4116593f0b42275732","0x0000000000000000000000000000000000000000","1","Burn"
"0x73a98eb140fcdfcce2eea201ec5604326303a768674463d81c85a2d803f66b79","11381796","1607026773","2020-12-03 20:19:33","0x0000000000000000000000000000000000000000","0xd7306fd099dbe0f1aa883e438c8ce86200bdf27c","11","Mint"
"0x9bc13cc2fb855bbc2424903433b201ff5b2ec6faa3904070a337908fa1c373bc","11381856","1607027605","2020-12-03 20:33:25","0x0000000000000000000000000000000000000000","0x087a031324e433cd9f5a369fad20b51d4ed0bb24","4","Mint"
"0x3c82df7229e14010267b6841da443a0dd58bcaa5cd51e8386692fd15063a4832","11381871","1607027785","2020-12-03 20:36:25","0x0000000000000000000000000000000000000000","0x0589682c1009ab5a25cae689c3447901832cd104","17","Mint"
"0x77df02b6ea51f3a81f2d9d387ed52fa6a8c576db0d3cb30a6c9d80373e20f78d","11385815","1607080637","2020-12-04 11:17:17","0x0000000000000000000000000000000000000000","0x127759ec279a08d7a11abcd2347f69164c702891","1","Mint"
"0xd79718c8812c2cfe17d55d40c8318ba696829870a5925bf02158333472d75727","11386257","1607086284","2020-12-04 12:51:24","0x0000000000000000000000000000000000000000","0x875220b8499178cd916c75ef542dbd9b81569701","2","Mint"
"0xffb637d7b5b2c83fc275b3563e2c364b3f1fabe3d73cc2392a5008fe16d8d713","11386284","1607086597","2020-12-04 12:56:37","0x0000000000000000000000000000000000000000","0x509fa990bf8426ef1b533a1efe9575d6231f5248","3","Mint"
"0x36c89111be7b979b66178e866472c1159a6688a6470af6c181c0751aec855dce","11386310","1607086959","2020-12-04 13:02:39","0x0000000000000000000000000000000000000000","0x258db2a78bb954c571bff875ccd0586bd5f259ff","11","Mint"
"0x4fa772c975956b3a9742abe384df2bda9b2d3ba709c44409aa3dc84286db5526","11386358","1607087508","2020-12-04 13:11:48","0x0000000000000000000000000000000000000000","0x26d4b1077a167c202abc2a36eaccc691b65402bd","143","Mint"
"0x240d3b8b83e3f608956bdc045495e28b6384de459c78be817f9343d0eca50653","11477189","1608294337","2020-12-18 12:25:37","0x0000000000000000000000000000000000000000","0xcb26cad630e9ac4a78c8aa1f34c84df5f22f4e43","31","Mint"
"0xd88e75cf4c6fff356990d8d3d602e7e9023917a261efca732b4218bf9c1727cd","11477189","1608294337","2020-12-18 12:25:37","0x0000000000000000000000000000000000000000","0x44b15938f883547a01d1bb4e1d24aa9fd6629806","6","Mint"
"0x0c5e5f44981b0046ca9df541112ff2865348019fe0b45b4094bef7257ab6c2be","11477995","1608305376","2020-12-18 15:29:36","0x0000000000000000000000000000000000000000","0xa1319c68c9e29ce673bc5c4d45ffabd38938a98f","2","Mint"
"0x6c6dd8ad2bb1b8dc904b191129911212630749ef439a0beb1a50ca5c174cafd0","11478141","1608307266","2020-12-18 16:01:06","0x0000000000000000000000000000000000000000","0xb098ee6531dabefade9352390f78169af0754440","21","Mint"
"0x62fbb9315cff1173040e4f435d41e4e93b1ddf07279edd273d0104ebc3f8db3c","11561235","1609408856","2020-12-31 10:00:56","0x0000000000000000000000000000000000000000","0x1e4543821ab973ae623011433c22cf17dc3f386a","1","Mint"
"0x561d09c0eb14441866b5b3f0d7e21ad95917ceca6d9dffa99a6604d8dbec8827","11561259","1609409153","2020-12-31 10:05:53","0x0000000000000000000000000000000000000000","0xde1baa01bca3826b1b6181c05b87f4f4433bf26c","1","Mint"
"0x63a23bae16a8f0bc153c37807b9cdb80d0d463988820df5fb3dd01bfb8cca9b3","11561259","1609409153","2020-12-31 10:05:53","0x0000000000000000000000000000000000000000","0x68c7577baf0ea9b8c00adb4b031cd4e2ec01c6a5","40","Mint"
"0x55ab83fed17e59c986b20371497faeb7ae7272fe885d6264bf2a7a7faa7eef54","11561270","1609409299","2020-12-31 10:08:19","0x0000000000000000000000000000000000000000","0x166c3e4467183ad3964750ccbe11ba2a3fe52e04","6","Mint"
"0x73343873aa96ef42019be95db9ae67ba063ac5c2cb505bb3c58845a68ee2ed32","11561273","1609409320","2020-12-31 10:08:40","0x0000000000000000000000000000000000000000","0xdd8e5bc824e673b840e4d8ec3c68ebb0a97ccce7","1","Mint"
"0x20da2d3125223a1f05c3025a5efefe35a1e33c58644a85c97aa39108f72efd6b","11561691","1609414385","2020-12-31 11:33:05","0x0000000000000000000000000000000000000000","0x71e0d0f30deec5ac30f8e75ba163d7e7fea60a6a","11","Mint"
"0xabd3b109c2c0e02370ba4c6a43c7661dd01518d9cf7201c9e63f05989c22ffc8","11561691","1609414385","2020-12-31 11:33:05","0x0000000000000000000000000000000000000000","0x601b7c6bf76252fe96d7d4d6b74ce783fb95d6c2","3","Mint"
"0x44b0fcc616a3e9c22c4b80d50d35c7b09881202acd1a4749d4df010d24047ddd","11562211","1609421177","2020-12-31 13:26:17","0x0000000000000000000000000000000000000000","0x25a0d0fb0740046f7426e377d942a761b64e58ba","49","Mint"
"0xf00104091afbb0e2f9348af903c3c8a5c85298ba700f4dc4f7c8747a7467515c","11562340","1609423100","2020-12-31 13:58:20","0x0000000000000000000000000000000000000000","0x0fd1fc4a2b577f7e36d51d4956c94dd9eee08e33","11","Mint"
"0xa32faed618c78a0addb449c3d2a4ce51a251422df0bef9752831136eb4b0d7c3","11562340","1609423100","2020-12-31 13:58:20","0x0000000000000000000000000000000000000000","0xcc830357d7f94fa3553b83b0f9e1138bdf0c9924","9","Mint"
"0xe5234f7acbb98790e2e6f9f87bad9f0266f45af94e90281a312e8ff7b5fb9eed","11596797","1609879545","2021-01-05 20:45:45","0x0000000000000000000000000000000000000000","0x5f65affcb8041e4b1dae63dd93f5e0970cc0a661","29","Mint"
"0x489bde0069739190f96d7e7f2c36338ddd7a38751a8a66252201eb365b4d9b27","11596904","1609880727","2021-01-05 21:05:27","0x0000000000000000000000000000000000000000","0x04a9fb91148535479306c2b77cc9b150e8c02a65","7","Mint"
"0x426757b818eabff136ed84685bd9cd2ae97d552809fbb1367cbf421d0215b719","11597253","1609885469","2021-01-05 22:24:29","0x0000000000000000000000000000000000000000","0x7f88086e0c7764654a8abd3c885a42f23b65d61b","84","Mint"
"0x6877399ac89934e2dab0d385da9aed2ca0f24124acebe2a940f444d66acf5694","11597320","1609886333","2021-01-05 22:38:53","0x0000000000000000000000000000000000000000","0xa4ac6b53ec8c64ded2c8683390d528a7e4ee8d29","8","Mint"
"0x9af9f5a5309c36eb9c86d400468a9fa3229db583edd29bd621db88b5787b1c2b","11808267","1612687426","2021-02-07 08:43:46","0x0000000000000000000000000000000000000000","0x8ee335ee47931196348645edcae43c3f43ed3858","2","Mint"
"0xf9b1113a687c1ef5ebb7132fd9f510c86ffebda7a97050ff30e7221d72c6fa22","11811126","1612725242","2021-02-07 19:14:02","0x0000000000000000000000000000000000000000","0xa348d5f4cad2ecfa5b54b94db0e7ebb13f01a421","17","Mint"
"0xdbb93a9b713fb92d13fdbceee811028feb24cab2e419356f3294be92a223f706","11811384","1612728424","2021-02-07 20:07:04","0x0000000000000000000000000000000000000000","0x937690082790da0f0e42a54701d6f06d60022e17","34","Mint"
"0x35d48df1ff3130f4d1c2666a5bae1efa87887a64f32644783958e155de5df93e","11811458","1612729541","2021-02-07 20:25:41","0x0000000000000000000000000000000000000000","0xb40c012285131152f9914074465fbeb2c6c34923","1","Mint"
"0x1e7d886f9de27effd6a8ff06f6fe328f3c84dc1381d3c248cd434c06bb537409","11811557","1612730726","2021-02-07 20:45:26","0x0000000000000000000000000000000000000000","0x03705532f6c09981b8188d13ce9d6814783d1b31","2","Mint"
"0xad1d93c1f42e9f2d6e941c42df1f0d96071a2982ecad37874536d340d8e3a07a","11811571","1612730870","2021-02-07 20:47:50","0x0000000000000000000000000000000000000000","0x23353c95dafef793e41d80569b9cd8fef23942ba","1","Mint"
"0xc0f9375c8d79658ffd6af86d79cd7add840c47dd4992e5a8e9e54d9dc03ce636","11811641","1612731760","2021-02-07 21:02:40","0x0000000000000000000000000000000000000000","0xd3544ed09cd260b73737f7042e71e0994b1653c7","5","Mint"
"0x06106a13c8d827e3e37139c544e4950be1e3cceb5582cca3f26db16abc0ed731","11811641","1612731760","2021-02-07 21:02:40","0x0000000000000000000000000000000000000000","0xd1c1e6b4d65f94bd31eaab8cc40cc5a318191c84","1","Mint"
"0xede2641aa015e5499201dc1df815583f6a8b776b4e6edd0f6dc216326b3122fc","11811641","1612731760","2021-02-07 21:02:40","0x0000000000000000000000000000000000000000","0x9f2cf588c930da861c2af37169dcecab38adc04c","1","Mint"
"0x5a34fab0b28128b9edae1b655085365e8ea966ae21b31d68e7f1751cee2e9792","11811641","1612731760","2021-02-07 21:02:40","0x0000000000000000000000000000000000000000","0x1d29ea062c733d04053c63ecc42af9980d79f911","81","Mint"
"0x6a93799f0fcc963505261a86105c90dd372758eabf2caf4ffd1e4ff29accf6e2","11811646","1612731821","2021-02-07 21:03:41","0x0000000000000000000000000000000000000000","0x799c0442f2a7e96aa2b0155e5530cc214dc4ed4d","5","Mint"
"0x39c3fa7780a1c2c4b2877c4b4e655591c12845c598487d1ef1c52b77dfdb14d3","12246558","1618514467","2021-04-15 19:21:07","0x0000000000000000000000000000000000000000","0x824133201713231c980df4abac71b8fb78dc09e7","3","Mint"
"0xc395e926367fe4eaf25e1a0276b837d2433d9a809b48e99dbc9c822f4a227297","12246574","1618514609","2021-04-15 19:23:29","0x0000000000000000000000000000000000000000","0x9ad88d3e80c66118d51483d10e641d91edc985a8","2","Mint"
"0xc6b0de6501eec4d9051ff78be9760ea08ce688a03ea50aa3185a5700434f91f0","12246587","1618514717","2021-04-15 19:25:17","0x0000000000000000000000000000000000000000","0xff5a467f6ed3cf229006e52cdb9a564c07052cb8","3","Mint"
"0x477e7cab71ff33e3a5ad5fc47c1bcf11bf8784d5c35830d9bdb08a6864ad1132","12246602","1618514947","2021-04-15 19:29:07","0x0000000000000000000000000000000000000000","0x70eb1ce452f5f1ee93d70ec8940b546e71818714","14","Mint"
"0xaeb2faf6e2f646f8ead95f48ca474428824d085cf9184094ff9a59b5ecb57afb","12246972","1618520212","2021-04-15 20:56:52","0x0000000000000000000000000000000000000000","0x424b455b7caf443aded69e035b926e0592d88634","20","Mint"
"0x317d4e8c1a5547db54f4fb068b2fd3bfdb6b98f757583c1e65169520fff808a8","12292647","1619129499","2021-04-22 22:11:39","0x0000000000000000000000000000000000000000","0x781eb45980ef74b2ac66a317430fec9d7b6b74a8","2","Mint"
"0xc2626eb8079fbd06eabc88248373e416f7de300bfe924fc9bfd5ae24e2577dc3","12293245","1619137418","2021-04-23 00:23:38","0x0000000000000000000000000000000000000000","0x30b521bcdc86717fbdce92587d6ee381660622a2","25","Mint"
"0x068245a2cda531b07ce5805c0853e6bd1e3d60ab1fa15d8ca81ebda9d95b0146","12293258","1619137647","2021-04-23 00:27:27","0x0000000000000000000000000000000000000000","0x8c825a16379387c1965a597aaba3faaa341ee6cd","4","Mint"
"0x3cfc26c3c21cc98dcca8c96ea753de841fa2852462d8bc68994cc6bc76a1a876","12627759","1623608932","2021-06-13 18:28:52","0x0000000000000000000000000000000000000000","0x05c81e83e0a5497c16976f1c4c77c3ec80fefd3f","1","Mint"
"0xe40d5b6b0d9acffdc5d5a38c317524f584f37aa1588e059bbd02f28771aa9ca0","12627792","1623609343","2021-06-13 18:35:43","0x0000000000000000000000000000000000000000","0xc96ab34bc213577d30e0c0e544449398847dbeaa","51","Mint"
"0x77f72d54bb2c5b5228f0c75ad41eec463b1cdf50a697837c245439f28ec9c1f4","12628113","1623613730","2021-06-13 19:48:50","0x0000000000000000000000000000000000000000","0x92c9d2677faac62df0ecce7df19ba21c4b8c7857","436","Mint"
"0x76a712efd41a3bc7c8f6eb256f2a642ced0e1825f0bec8346573fdb7a780c97b","12628124","1623613922","2021-06-13 19:52:02","0x0000000000000000000000000000000000000000","0x8b69245fd214ac650698e120fa826ffdf92a74ed","96","Mint"
"0x75eed21b0f694a8539e7d73f404bdc1b6699e6cf2e9122902df6bd6436d114d6","12628151","1623614418","2021-06-13 20:00:18","0x0000000000000000000000000000000000000000","0xcd168ead5b7709eccd09958e938e3f242a621be4","148","Mint"
"0x2d67d8141623af59ace09b600d3383208c927266f55f526b9056934236302dfa","12628263","1623615861","2021-06-13 20:24:21","0x0000000000000000000000000000000000000000","0x1d3b29b76524150dca19ecd3c0cccbd218d25d7e","1","Mint"
